Date,Time,Elapsed Seconds,Latitude,Longitude,Particulate Matter-PM10 (ug/m^3),Particulate Matter-PM2.5 (ug/m^3),Particulate Matter-PM1.0 (ug/m^3),Particulate Matter-10 Min. Avg. PM10 (ug/m^3),Particulate Matter-10 Min. Avg. PM2.5 (ug/m^3),Particulate Matter-10 Min. Avg. PM1.0 (ug/m^3),Carbon Dioxide-CO2; (ppm),Carbon Dioxide-Avg. (ppm),Ozone-Avg. (ppb),Ozone-O3; (ppb),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (degF),Humidity-Humidity (%RH),Light Intensity-Light (lux)
5/18/2021,8:00:27 AM,0,41.96256,-88.12440,24,2,2,24,2,2,399,399,240,240,8.3,8.3,995.37,71.5,52.4,387.6
5/18/2021,8:00:28 AM,1,41.96258,-88.12439,30,20,12,27,11,7,403,401,456,672,67.6,37.9,995.36,71.5,52.4,387.6
5/18/2021,8:00:29 AM,2,41.96258,-88.12439,38,32,16,30.7,18,10,404,402,656,1056,92.8,56.2,995.4,71.5,52.4,385.3
5/18/2021,8:00:30 AM,3,41.96257,-88.12440,42,36,22,33.5,22.5,13,404,402.5,840,1392,102.2,67.7,995.36,71.5,52.4,385.3
5/18/2021,8:00:31 AM,4,41.96257,-88.12440,24,21,12,31.6,22.2,12.8,405,403,768,480,69.7,68.1,995.36,71.5,52.4,387.6
5/18/2021,8:00:32 AM,5,41.96257,-88.12440,26,24,13,30.7,22.5,12.8,403,403,872,1392,76,69.4,995.34,71.5,52.4,387.6
5/18/2021,8:00:33 AM,6,41.96257,-88.12440,26,23,12,30,22.6,12.7,404,403.1,788.6,288,73.9,70.1,995.36,71.5,52.4,387.6
5/18/2021,8:00:34 AM,7,41.96257,-88.12440,26,22,12,29.5,22.5,12.6,404,403.3,876,1488,71.8,70.3,995.34,71.4,52.4,385.3
5/18/2021,8:00:35 AM,8,41.96257,-88.12441,26,22,12,29.1,22.4,12.6,403,403.2,901.3,1104,71.8,70.5,995.36,71.4,52.4,385.3
5/18/2021,8:00:36 AM,9,41.96257,-88.12441,27,24,13,28.9,22.6,12.6,404,403.3,888,768,76,71,995.36,71.4,52.4,385.3
5/18/2021,8:00:37 AM,10,41.96257,-88.12441,29,26,13,28.9,22.9,12.6,404,403.4,816,96,80.2,71.8,995.36,71.4,52.4,385.3
5/18/2021,8:00:38 AM,11,41.96256,-88.12441,28,25,13,28.8,23.1,12.7,408,403.8,672,-912,78.1,72.4,995.38,71.4,52.4,385.3
5/18/2021,8:00:39 AM,12,41.96256,-88.12441,26,22,11,28.6,23,12.5,407,404,542.8,-1008,71.8,72.3,995.35,71.4,52.4,387.6
5/18/2021,8:00:40 AM,13,41.96256,-88.12441,25,20,10,28.4,22.8,12.4,405,404.1,630.9,1776,67.6,72,995.37,71.4,52.4,385.3
5/18/2021,8:00:41 AM,14,41.96256,-88.12441,25,20,11,28.1,22.6,12.3,403,404,598.4,144,67.6,71.7,995.35,71.4,52.4,385.3
5/18/2021,8:00:42 AM,15,41.96256,-88.12441,24,22,12,27.9,22.6,12.3,398,403.6,489,-1152,71.8,71.7,995.37,71.4,53.7,389
5/18/2021,8:00:43 AM,16,41.96256,-88.12441,23,21,12,27.6,22.5,12.2,400,403.4,542.1,1392,69.7,71.6,995.4,71.4,52.4,389
5/18/2021,8:00:44 AM,17,41.96256,-88.12442,23,21,12,27.3,22.4,12.2,403,403.4,480,-576,69.7,71.5,995.38,71.4,53.7,389
5/18/2021,8:00:45 AM,18,41.96256,-88.12442,23,22,12,27.1,22.4,12.2,405,403.5,381.5,-1392,71.8,71.5,995.35,71.4,53.7,389
5/18/2021,8:00:46 AM,19,41.96256,-88.12442,23,22,13,26.9,22.4,12.3,403,403.5,374.4,240,71.8,71.5,995.39,71.4,53.7,389
5/18/2021,8:00:47 AM,20,41.96256,-88.12442,23,22,13,26.7,22.3,12.3,400,403.3,434.3,1632,71.8,71.5,995.39,71.4,53.7,389
5/18/2021,8:00:48 AM,21,41.96256,-88.12442,24,23,14,26.6,22.4,12.4,399,403.1,360,-1200,73.9,71.6,995.38,71.4,53.7,389
5/18/2021,8:00:49 AM,22,41.96255,-88.12442,25,24,15,26.5,22.4,12.5,403,403.1,319.3,-576,76,71.8,995.37,71.4,53.7,389
5/18/2021,8:00:50 AM,23,41.96255,-88.12443,25,24,15,26.5,22.5,12.6,403,403.1,322,384,76,72,995.36,71.4,53.7,389
5/18/2021,8:00:51 AM,24,41.96255,-88.12443,24,23,15,26.4,22.5,12.7,404,403.1,282.2,-672,73.9,72.1,995.34,71.4,53.7,387.6
5/18/2021,8:00:52 AM,25,41.96255,-88.12443,24,23,15,26.3,22.5,12.8,409,403.3,315.7,1152,73.9,72.1,995.36,71.4,53.7,387.6
5/18/2021,8:00:53 AM,26,41.96255,-88.12443,24,24,15,26.2,22.6,12.9,411,403.6,293.3,-288,76,72.3,995.36,71.4,53.7,387.6
5/18/2021,8:00:54 AM,27,41.96255,-88.12443,24,24,15,26.1,22.6,12.9,408,403.8,281.1,-48,76,72.4,995.39,71.4,53.7,387.6
5/18/2021,8:00:55 AM,28,41.96255,-88.12443,24,24,15,26,22.7,13,408,403.9,304.6,960,76,72.5,995.39,71.4,53.7,387.6
5/18/2021,8:00:56 AM,29,41.96255,-88.12443,26,25,16,26,22.8,13.1,409,404.1,313.6,576,78.1,72.7,995.37,71.4,53.7,387.6
5/18/2021,8:00:57 AM,30,41.96255,-88.12443,26,25,16,26,22.8,13.2,411,404.3,271,-1008,78.1,72.9,995.38,71.4,53.7,387.6
5/18/2021,8:00:58 AM,31,41.96255,-88.12443,26,25,16,26,22.9,13.3,411,404.5,252,-336,78.1,73.1,995.39,71.4,53.7,387.6
5/18/2021,8:00:59 AM,32,41.96255,-88.12443,26,25,16,26,23,13.4,411,404.7,263.3,624,78.1,73.2,995.38,71.4,53.7,387.6
5/18/2021,8:01:00 AM,33,41.96255,-88.12443,26,25,16,26,23,13.4,407,404.8,240,-528,78.1,73.4,995.37,71.4,53.7,387.6
5/18/2021,8:01:01 AM,34,41.96255,-88.12443,24,24,16,26,23.1,13.5,407,404.9,235.9,96,76,73.4,995.35,71.4,53.7,387.6
5/18/2021,8:01:02 AM,35,41.96255,-88.12443,24,24,16,25.9,23.1,13.6,408,404.9,194.7,-1248,76,73.5,995.34,71.4,53.7,387.6
5/18/2021,8:01:03 AM,36,41.96255,-88.12443,24,23,16,25.9,23.1,13.6,408,405,186.8,-96,73.9,73.5,995.35,71.3,53.7,387.6
5/18/2021,8:01:04 AM,37,41.96255,-88.12443,24,23,16,25.8,23.1,13.7,409,405.1,204.6,864,73.9,73.5,995.34,71.3,52.4,387.6
5/18/2021,8:01:05 AM,38,41.96255,-88.12443,24,23,16,25.8,23.1,13.8,408,405.2,178.5,-816,73.9,73.5,995.35,71.3,52.4,389.8
5/18/2021,8:01:06 AM,39,41.96255,-88.12443,23,23,16,25.7,23.1,13.8,411,405.4,202.8,1152,73.9,73.5,995.36,71.3,53.7,386.1
5/18/2021,8:01:07 AM,40,41.96255,-88.12443,22,22,15,25.6,23,13.9,412,405.5,216.6,768,71.8,73.5,995.34,71.3,53.7,386.1
5/18/2021,8:01:08 AM,41,41.96255,-88.12443,22,21,14,25.5,23,13.9,411,405.6,222.9,480,69.7,73.4,995.33,71.3,53.7,389.8
5/18/2021,8:01:09 AM,42,41.96255,-88.12443,22,21,14,25.4,23,13.9,407,405.7,208.7,-384,69.7,73.3,995.34,71.3,53.7,387.6
5/18/2021,8:01:10 AM,43,41.96255,-88.12443,23,22,15,25.4,22.9,13.9,405,405.7,210.5,288,71.8,73.3,995.32,71.3,53.7,387.6
5/18/2021,8:01:11 AM,44,41.96255,-88.12443,23,22,15,25.3,22.9,13.9,408,405.7,185.6,-912,71.8,73.3,995.34,71.3,53.7,389.8
5/18/2021,8:01:12 AM,45,41.96255,-88.12443,23,22,15,25.3,22.9,13.9,407,405.7,193,528,71.8,73.2,995.34,71.3,53.7,389.8
5/18/2021,8:01:13 AM,46,41.96255,-88.12443,22,21,15,25.2,22.9,14,408,405.8,202.2,624,69.7,73.2,995.37,71.3,53.7,389.8
5/18/2021,8:01:14 AM,47,41.96255,-88.12443,22,21,15,25.1,22.8,14,409,405.9,180,-864,69.7,73.1,995.35,71.3,53.7,389.8
5/18/2021,8:01:15 AM,48,41.96255,-88.12443,22,21,15,25.1,22.8,14,408,405.9,177.3,48,69.7,73,995.35,71.3,53.7,389.8
5/18/2021,8:01:16 AM,49,41.96255,-88.12443,21,20,14,25,22.7,14,405,405.9,187.2,672,67.6,72.9,995.34,71.3,53.7,386.1
5/18/2021,8:01:17 AM,50,41.96255,-88.12443,21,20,14,24.9,22.7,14,408,405.9,209.9,1344,67.6,72.8,995.35,71.3,53.7,388.4
5/18/2021,8:01:18 AM,51,41.96255,-88.12443,21,20,14,24.8,22.6,14,404,405.9,205.8,0,67.6,72.7,995.36,71.3,53.7,388.4
5/18/2021,8:01:19 AM,52,41.96255,-88.12443,22,21,15,24.8,22.6,14,404,405.8,207.4,288,69.7,72.6,995.35,71.3,53.7,386.1
5/18/2021,8:01:20 AM,53,41.96255,-88.12443,22,21,15,24.7,22.6,14,403,405.8,227.6,1296,69.7,72.6,995.34,71.3,53.7,386.1
5/18/2021,8:01:21 AM,54,41.96255,-88.12443,21,21,15,24.7,22.5,14.1,401,405.7,250.5,1488,69.7,72.5,995.32,71.3,53.7,388.4
5/18/2021,8:01:22 AM,55,41.96255,-88.12443,20,20,14,24.6,22.5,14.1,403,405.7,251.1,288,67.6,72.4,995.32,71.3,53.7,386.1
5/18/2021,8:01:23 AM,56,41.96255,-88.12443,20,20,13,24.5,22.4,14,403,405.6,266.1,1104,67.6,72.4,995.35,71.3,53.7,386.1
5/18/2021,8:01:24 AM,57,41.96255,-88.12443,20,20,13,24.4,22.4,14,401,405.5,265.7,240,67.6,72.3,995.32,71.3,53.7,388.4
5/18/2021,8:01:25 AM,58,41.96255,-88.12443,20,20,13,24.4,22.4,14,401,405.5,239.2,-1296,67.6,72.2,995.35,71.3,53.7,388.4
5/18/2021,8:01:26 AM,59,41.96255,-88.12443,20,20,13,24.3,22.3,14,401,405.4,254.4,1152,67.6,72.1,995.34,71.3,53.7,386.1
5/18/2021,8:01:27 AM,60,41.96255,-88.12443,20,20,13,24.2,22.3,14,396,405.2,267.5,1056,67.6,72,995.32,71.3,53.7,388.4
5/18/2021,8:01:28 AM,61,41.96255,-88.12443,22,22,15,24.2,22.3,14,396,405.1,247.7,-960,71.8,72,995.38,71.3,53.7,386.1
5/18/2021,8:01:29 AM,62,41.96255,-88.12443,22,22,15,24.1,22.3,14,396,404.9,239.2,-288,71.8,72,995.36,71.3,53.7,388.4
5/18/2021,8:01:30 AM,63,41.96255,-88.12443,22,22,15,24.1,22.3,14,397,404.8,222.8,-816,71.8,72,995.37,71.3,53.7,388.4
5/18/2021,8:01:31 AM,64,41.96255,-88.12443,22,22,15,24.1,22.3,14,396,404.7,228.9,624,71.8,72,995.34,71.3,53.7,388.4
5/18/2021,8:01:32 AM,65,41.96255,-88.12443,22,22,15,24,22.3,14,400,404.6,224,-96,71.8,72,995.36,71.3,53.7,388.4
5/18/2021,8:01:33 AM,66,41.96255,-88.12443,22,22,15,24,22.3,14.1,399,404.5,229.3,576,71.8,72,995.35,71.3,53.7,388.4
5/18/2021,8:01:34 AM,67,41.96255,-88.12443,22,22,15,24,22.3,14.1,404,404.5,211.8,-960,71.8,72,995.36,71.3,53.7,388.4
5/18/2021,8:01:35 AM,68,41.96255,-88.12443,22,22,15,24,22.2,14.1,408,404.6,212.9,288,71.8,72,995.36,71.3,53.7,388.4
5/18/2021,8:01:36 AM,69,41.96255,-88.12443,24,23,15,24,22.3,14.1,405,404.6,222.9,912,73.9,72,995.37,71.3,53.7,388.4
5/18/2021,8:01:37 AM,70,41.96255,-88.12443,24,23,15,24,22.3,14.1,407,404.6,223.1,240,73.9,72.1,995.36,71.3,53.7,388.4
5/18/2021,8:01:38 AM,71,41.96255,-88.12443,25,23,15,24,22.3,14.1,408,404.7,234,1008,73.9,72.1,995.36,71.2,52.4,388.4
5/18/2021,8:01:39 AM,72,41.96255,-88.12443,25,23,15,24,22.3,14.1,412,404.8,220.3,-768,73.9,72.1,995.36,71.2,52.4,388.4
5/18/2021,8:01:40 AM,73,41.96255,-88.12443,25,23,15,24,22.3,14.1,409,404.8,230.9,1008,73.9,72.1,995.38,71.2,52.4,388.4
5/18/2021,8:01:41 AM,74,41.96255,-88.12443,24,23,15,24,22.3,14.2,411,404.9,249,1584,73.9,72.2,995.39,71.2,52.4,388.4
5/18/2021,8:01:42 AM,75,41.96255,-88.12443,24,23,15,24,22.3,14.2,408,404.9,239.4,-480,73.9,72.2,995.37,71.2,52.4,388.4
5/18/2021,8:01:43 AM,76,41.96255,-88.12443,24,22,14,24,22.3,14.2,411,405,243.1,528,71.8,72.2,995.38,71.2,52.4,388.4
5/18/2021,8:01:44 AM,77,41.96255,-88.12443,24,22,14,24,22.3,14.2,414,405.1,241.2,96,71.8,72.2,995.4,71.2,52.4,388.4
5/18/2021,8:01:45 AM,78,41.96255,-88.12443,24,22,14,24,22.3,14.2,412,405.2,230.9,-576,71.8,72.2,995.38,71.2,52.4,388.4
5/18/2021,8:01:46 AM,79,41.96255,-88.12443,25,22,15,24,22.3,14.2,408,405.3,240,960,71.8,72.2,995.37,71.2,52.4,388.4
5/18/2021,8:01:47 AM,80,41.96255,-88.12443,25,22,15,24,22.3,14.2,408,405.3,259,1776,71.8,72.2,995.36,71.2,52.4,387.6
5/18/2021,8:01:48 AM,81,41.96255,-88.12443,25,22,15,24,22.3,14.2,408,405.3,244.7,-912,71.8,72.2,995.38,71.2,52.4,372.8
5/18/2021,8:01:49 AM,82,41.96255,-88.12443,26,23,16,24.1,22.3,14.2,408,405.3,236.5,-432,73.9,72.2,995.39,71.2,52.4,325.2
5/18/2021,8:01:50 AM,83,41.96255,-88.12443,26,23,16,24.1,22.3,14.2,407,405.4,250.3,1392,73.9,72.2,995.37,71.2,52.4,340
5/18/2021,8:01:51 AM,84,41.96255,-88.12443,28,25,17,24.1,22.3,14.3,407,405.4,253,480,78.1,72.3,995.37,71.2,53.7,374.5
5/18/2021,8:01:52 AM,85,41.96255,-88.12443,27,24,16,24.2,22.4,14.3,406,405.4,244.5,-480,76,72.3,995.37,71.2,53.7,368.2
5/18/2021,8:01:53 AM,86,41.96255,-88.12443,27,24,16,24.2,22.4,14.3,403,405.4,256,1248,76,72.4,995.39,71.2,53.7,373.6
5/18/2021,8:01:54 AM,87,41.96255,-88.12443,27,24,16,24.2,22.4,14.3,398,405.3,238.4,-1296,76,72.4,995.38,71.2,53.7,375.9
5/18/2021,8:01:55 AM,88,41.96255,-88.12443,27,24,16,24.3,22.4,14.3,403,405.3,237.8,192,76,72.4,995.36,71.2,53.7,373.6
5/18/2021,8:01:56 AM,89,41.96255,-88.12443,28,25,17,24.3,22.4,14.4,407,405.3,248,1152,78.1,72.5,995.36,71.2,53.7,373.6
5/18/2021,8:01:57 AM,90,41.96255,-88.12443,28,25,17,24.3,22.5,14.4,411,405.3,252.1,624,78.1,72.6,995.39,71.2,53.7,372.8
5/18/2021,8:01:58 AM,91,41.96255,-88.12443,29,26,18,24.4,22.5,14.4,411,405.4,263,1248,80.2,72.7,995.36,71.2,53.7,372.8
5/18/2021,8:01:59 AM,92,41.96255,-88.12443,27,25,18,24.4,22.5,14.5,415,405.5,268.9,816,78.1,72.7,995.39,71.2,53.7,346.9
5/18/2021,8:02:00 AM,93,41.96255,-88.12443,28,26,18,24.5,22.6,14.5,415,405.6,273.7,720,80.2,72.8,995.35,71.2,53.7,333.5
5/18/2021,8:02:01 AM,94,41.96255,-88.12443,28,26,17,24.5,22.6,14.5,416,405.7,286.5,1488,80.2,72.9,995.36,71.2,53.7,339.2
5/18/2021,8:02:02 AM,95,41.96255,-88.12443,28,27,16,24.5,22.7,14.6,415,405.8,295,1104,82.3,73,995.39,71.2,53.7,327.3
5/18/2021,8:02:03 AM,96,41.96255,-88.12443,28,27,16,24.6,22.7,14.6,417,405.9,281.1,-1056,82.3,73.1,995.37,71.2,53.7,312.4
5/18/2021,8:02:04 AM,97,41.96255,-88.12443,27,26,15,24.6,22.7,14.6,417,406,272.3,-576,80.2,73.1,995.38,71.2,53.7,320.2
5/18/2021,8:02:05 AM,98,41.96255,-88.12443,26,25,15,24.6,22.8,14.6,414,406.1,263.8,-576,78.1,73.2,995.38,71.2,53.7,306.8
5/18/2021,8:02:06 AM,99,41.96255,-88.12443,26,25,13,24.6,22.8,14.6,411,406.2,250.6,-1056,78.1,73.2,995.37,71.2,53.7,313.9
5/18/2021,8:02:07 AM,100,41.96255,-88.12443,27,26,14,24.6,22.8,14.6,411,406.2,264.2,1632,80.2,73.3,995.38,71.2,53.7,317.3
5/18/2021,8:02:08 AM,101,41.96255,-88.12443,27,26,13,24.7,22.8,14.5,411,406.3,267.3,576,80.2,73.4,995.39,71.2,53.7,321.8
5/18/2021,8:02:09 AM,102,41.96255,-88.12443,27,26,13,24.7,22.9,14.5,415,406.3,257.2,-768,80.2,73.4,995.39,71.2,53.7,327.5
5/18/2021,8:02:10 AM,103,41.96261,-88.12445,26,25,12,24.7,22.9,14.5,414,406.4,257.1,240,78.1,73.5,995.39,71.2,53.7,325.2
5/18/2021,8:02:11 AM,104,41.96260,-88.12445,27,25,12,24.7,22.9,14.5,411,406.5,257.4,288,78.1,73.5,995.35,71.2,53.7,328.1
5/18/2021,8:02:12 AM,105,41.96259,-88.12444,27,25,12,24.7,22.9,14.5,410,406.5,264.5,1008,78.1,73.6,995.35,71.2,53.7,328.1
5/18/2021,8:02:13 AM,106,41.96259,-88.12444,27,25,12,24.8,23,14.4,414,406.6,279.5,1872,78.1,73.6,995.34,71.2,53.7,337.5
5/18/2021,8:02:14 AM,107,41.96258,-88.12443,26,25,13,24.8,23,14.4,415,406.6,273.8,-336,78.1,73.7,995.35,71.1,53.7,354.9
5/18/2021,8:02:15 AM,108,41.96258,-88.12443,26,25,13,24.8,23,14.4,417,406.7,283.6,1344,78.1,73.7,995.34,71.2,53.7,346.3
5/18/2021,8:02:16 AM,109,41.96258,-88.12443,25,24,14,24.8,23,14.4,418,406.8,292.4,1248,76,73.7,995.35,71.2,53.7,309.5
5/18/2021,8:02:17 AM,110,41.96257,-88.12443,25,24,14,24.8,23,14.4,418,406.9,278.1,-1296,76,73.7,995.36,71.1,53.7,137.8
5/18/2021,8:02:18 AM,111,41.96257,-88.12443,25,24,14,24.8,23,14.4,421,407.1,285.9,1152,76,73.8,995.35,71.1,53.7,129
5/18/2021,8:02:19 AM,112,41.96257,-88.12442,25,24,13,24.8,23,14.4,420,407.2,280.4,-336,76,73.8,995.33,71.1,53.7,362
5/18/2021,8:02:20 AM,113,41.96257,-88.12442,25,24,13,24.8,23,14.4,419,407.3,283.8,672,76,73.8,995.36,71.1,53.7,420.7
5/18/2021,8:02:21 AM,114,41.96256,-88.12442,25,24,14,24.8,23,14.4,423,407.4,278.8,-288,76,73.8,995.35,71.1,53.7,424.7
5/18/2021,8:02:22 AM,115,41.96256,-88.12442,25,24,14,24.8,23.1,14.4,422,407.6,273.9,-288,76,73.8,995.33,71.1,53.7,431.5
5/18/2021,8:02:23 AM,116,41.96256,-88.12442,25,24,14,24.8,23.1,14.4,420,407.7,259.3,-1440,76,73.9,995.38,71.1,53.7,434.6
5/18/2021,8:02:24 AM,117,41.96256,-88.12443,24,23,13,24.8,23.1,14.4,423,407.8,257.5,48,73.9,73.9,995.33,71.1,53.7,434.6
5/18/2021,8:02:25 AM,118,41.96256,-88.12443,24,23,13,24.8,23.1,14.3,425,407.9,246.9,-1008,73.9,73.9,995.35,71.1,53.7,430.7
5/18/2021,8:02:26 AM,119,41.96256,-88.12443,24,23,14,24.8,23.1,14.3,430,408.1,250.4,672,73.9,73.9,995.36,71.1,53.7,233.1
5/18/2021,8:02:27 AM,120,41.96255,-88.12444,24,23,14,24.8,23.1,14.3,426,408.3,249.1,96,73.9,73.9,995.38,71.1,53.7,444.3
5/18/2021,8:02:28 AM,121,41.96255,-88.12444,24,23,14,24.8,23.1,14.3,424,408.4,250.6,432,73.9,73.9,995.34,71.1,53.7,433.5
5/18/2021,8:02:29 AM,122,41.96255,-88.12445,25,23,14,24.8,23.1,14.3,422,408.5,244.7,-480,73.9,73.9,995.38,71.1,53.7,414
5/18/2021,8:02:30 AM,123,41.96255,-88.12445,25,23,14,24.8,23.1,14.3,420,408.6,253.9,1392,73.9,73.9,995.36,71.1,53.7,439.7
5/18/2021,8:02:31 AM,124,41.96256,-88.12444,24,22,14,24.8,23,14.3,414,408.6,257.3,672,71.8,73.8,995.37,71.1,53.7,432.7
5/18/2021,8:02:32 AM,125,41.96256,-88.12444,24,22,14,24.8,23,14.3,414,408.7,264.4,1152,71.8,73.8,995.38,71.1,53.7,434.1
5/18/2021,8:02:33 AM,126,41.96256,-88.12443,24,22,14,24.8,23,14.3,416,408.7,273.6,1440,71.8,73.8,995.39,71.1,53.7,438.6
5/18/2021,8:02:34 AM,127,41.96256,-88.12444,24,22,15,24.8,23,14.3,416,408.8,276.4,624,71.8,73.8,995.39,71.1,53.7,437.2
5/18/2021,8:02:35 AM,128,41.96256,-88.12443,24,22,15,24.7,23,14.3,411,408.8,283.5,1200,71.8,73.8,995.39,71.1,53.7,445.4
5/18/2021,8:02:36 AM,129,41.96256,-88.12443,23,21,15,24.7,23,14.3,411,408.8,282.8,192,69.7,73.7,995.4,71.1,53.7,459.2
5/18/2021,8:02:37 AM,130,41.96257,-88.12444,23,21,15,24.7,23,14.3,411,408.8,272.6,-1056,69.7,73.7,995.38,71.1,53.7,473.9
5/18/2021,8:02:38 AM,131,41.96257,-88.12445,23,21,15,24.7,23,14.3,411,408.9,277.8,960,69.7,73.7,995.41,71.1,53.7,502.2
5/18/2021,8:02:39 AM,132,41.96256,-88.12445,23,21,15,24.7,23,14.4,411,408.9,273.9,-240,69.7,73.7,995.42,71.1,53.7,487.3
5/18/2021,8:02:40 AM,133,41.96254,-88.12445,22,20,14,24.7,22.9,14.4,411,408.9,279.4,1008,67.6,73.6,995.4,71.1,53.7,471.4
5/18/2021,8:02:41 AM,134,41.96254,-88.12445,23,21,14,24.7,22.9,14.3,411,408.9,284.8,1008,69.7,73.6,995.41,71.1,53.7,419.6
5/18/2021,8:02:42 AM,135,41.96254,-88.12445,23,21,14,24.6,22.9,14.3,416,409,286.2,480,69.7,73.5,995.46,71.1,53.7,450.2
5/18/2021,8:02:43 AM,136,41.96254,-88.12445,23,21,14,24.6,22.9,14.3,418,409,293.6,1296,69.7,73.5,995.48,71,53.7,369.5
5/18/2021,8:02:44 AM,137,41.96254,-88.12445,25,21,15,24.6,22.9,14.3,419,409.1,290.1,-192,69.7,73.5,995.52,71,53.7,217.2
5/18/2021,8:02:45 AM,138,41.96254,-88.12445,25,21,15,24.6,22.9,14.4,417,409.2,281.4,-912,69.7,73.5,995.49,71,53.7,518.3
5/18/2021,8:02:46 AM,139,41.96254,-88.12445,27,23,17,24.7,22.9,14.4,420,409.2,276,-480,73.9,73.5,995.47,71,53.7,496.7
5/18/2021,8:02:47 AM,140,41.96254,-88.12445,27,23,17,24.7,22.9,14.4,426,409.4,274.7,96,73.9,73.5,995.46,71,53.7,176.5
5/18/2021,8:02:48 AM,141,41.96254,-88.12445,27,23,17,24.7,22.9,14.4,429,409.5,268.1,-672,73.9,73.5,995.41,71,53.7,397.8
5/18/2021,8:02:49 AM,142,41.96254,-88.12445,27,23,16,24.7,22.9,14.4,427,409.6,262.2,-576,73.9,73.5,995.41,71,53.7,506.7
5/18/2021,8:02:50 AM,143,41.96254,-88.12445,27,23,16,24.7,22.9,14.4,429,409.8,263.7,480,73.9,73.5,995.37,71,53.7,525.3
5/18/2021,8:02:51 AM,144,41.96254,-88.12445,26,22,16,24.7,22.9,14.4,427,409.9,266.2,624,71.8,73.5,995.41,71,53.7,456.4
5/18/2021,8:02:52 AM,145,41.96254,-88.12445,27,23,17,24.7,22.9,14.5,427,410,274.8,1536,73.9,73.5,995.42,71,53.7,414.5
5/18/2021,8:02:53 AM,146,41.96254,-88.12445,27,23,17,24.8,22.9,14.5,430,410.1,269.4,-528,73.9,73.5,995.39,71,53.7,496.9
5/18/2021,8:02:54 AM,147,41.96254,-88.12445,28,24,18,24.8,22.9,14.5,434,410.3,265.6,-288,76,73.5,995.41,71,53.7,433.2
5/18/2021,8:02:55 AM,148,41.96254,-88.12445,28,24,18,24.8,22.9,14.5,438,410.5,267.1,480,76,73.5,995.37,71,53.7,432.4
5/18/2021,8:02:56 AM,149,41.96254,-88.12445,30,26,19,24.8,22.9,14.6,442,410.7,272.6,1104,80.2,73.6,995.41,71,53.7,481.3
5/18/2021,8:02:57 AM,150,41.96254,-88.12445,30,26,19,24.9,22.9,14.6,449,410.9,274,480,80.2,73.6,995.42,71,55.1,465.2
5/18/2021,8:02:58 AM,151,41.96254,-88.12445,29,25,18,24.9,22.9,14.6,457,411.2,281.1,1344,78.1,73.6,995.46,71,55.1,362
5/18/2021,8:02:59 AM,152,41.96254,-88.12445,30,26,19,24.9,23,14.6,458,411.5,273.6,-864,80.2,73.7,995.44,71,55.1,486.4
5/18/2021,8:03:00 AM,153,41.96254,-88.12445,31,27,19,25,23,14.7,460,411.9,268.4,-528,82.3,73.7,995.47,71,55.1,495.9
5/18/2021,8:03:01 AM,154,41.96254,-88.12445,32,28,20,25,23,14.7,464,412.2,266.3,-48,84.4,73.8,995.52,71,55.1,524.9
5/18/2021,8:03:02 AM,155,41.96254,-88.12445,32,30,20,25.1,23.1,14.7,465,412.5,258.2,-1008,88.6,73.9,995.6,70.9,55.1,525.2
5/18/2021,8:03:03 AM,156,41.96254,-88.12445,32,29,20,25.1,23.1,14.8,465,412.9,267.2,1680,86.5,74,995.64,70.8,55.1,508.8
5/18/2021,8:03:04 AM,157,41.96254,-88.12445,32,29,20,25.2,23.1,14.8,461,413.2,268.9,528,86.5,74,995.62,70.8,55.1,483.7
5/18/2021,8:03:05 AM,158,41.96254,-88.12445,33,30,20,25.2,23.2,14.8,460,413.5,274.1,1104,88.6,74.1,995.63,70.8,55.1,497.5
5/18/2021,8:03:06 AM,159,41.96254,-88.12445,32,29,19,25.2,23.2,14.9,461,413.8,270.6,-288,86.5,74.2,995.66,70.8,55.1,452.5
5/18/2021,8:03:07 AM,160,41.96254,-88.12445,33,30,19,25.3,23.3,14.9,461,414.1,273.7,768,88.6,74.3,995.62,70.8,55.1,384.7
5/18/2021,8:03:08 AM,161,41.96254,-88.12445,34,30,19,25.3,23.3,14.9,464,414.4,280.3,1344,88.6,74.4,995.58,70.7,55.1,400.3
5/18/2021,8:03:09 AM,162,41.96254,-88.12445,34,29,19,25.4,23.3,14.9,465,414.7,274.2,-720,86.5,74.5,995.59,70.7,55.1,321.9
5/18/2021,8:03:10 AM,163,41.96254,-88.12445,35,30,20,25.5,23.4,15,465,415,266.6,-960,88.6,74.6,995.63,70.6,55.1,341.3
5/18/2021,8:03:11 AM,164,41.96254,-88.12445,35,30,20,25.5,23.4,15,465,415.3,264.7,-48,88.6,74.6,995.63,70.6,55.1,452.2
5/18/2021,8:03:12 AM,165,41.96254,-88.12445,37,31,20,25.6,23.5,15,460,415.6,260.5,-432,90.7,74.7,995.61,70.6,55.1,394.5
5/18/2021,8:03:13 AM,166,41.96254,-88.12445,37,31,20,25.7,23.5,15.1,458,415.8,257.8,-192,90.7,74.8,995.6,70.6,55.1,438.6
5/18/2021,8:03:14 AM,167,41.96254,-88.12445,35,30,20,25.7,23.5,15.1,455,416,260.6,720,88.6,74.9,995.6,70.5,55.1,411.9
