Date,Time,Elapsed Seconds,Latitude,Longitude,Particulate Matter-PM10 (ug/m^3),Particulate Matter-PM2.5 (ug/m^3),Particulate Matter-PM1.0 (ug/m^3),Particulate Matter-10 Min. Avg. PM10 (ug/m^3),Particulate Matter-10 Min. Avg. PM2.5 (ug/m^3),Particulate Matter-10 Min. Avg. PM1.0 (ug/m^3),Carbon Dioxide-CO2; (ppm),Carbon Dioxide-Avg. (ppm),Ozone-Avg. (ppb),Ozone-O3; (ppb),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (degF),Humidity-Humidity (%RH),Light Intensity-Light (lux)
5/18/2021,8:22:46 AM,1339,41.96046,-88.12683,18,14,9,28.3,25.7,16.2,402,419.3,249.6,288,55,79.6,995.3,67,63.1,766.1
5/18/2021,8:22:47 AM,1340,41.96044,-88.12677,18,15,10,28.3,25.7,16.2,400,419.2,247.5,-336,57.1,79.5,995.32,67,63.1,747.1
5/18/2021,8:22:48 AM,1341,41.96044,-88.12677,18,15,10,28.2,25.7,16.2,401,419.1,243.5,-1104,57.1,79.5,995.27,67,63.1,746.2
5/18/2021,8:22:49 AM,1342,41.96040,-88.12669,17,14,9,28.2,25.7,16.2,401,419,244.5,288,55,79.4,995.23,67,63.1,743.5
5/18/2021,8:22:50 AM,1343,41.96040,-88.12666,18,14,10,28.2,25.6,16.1,405,418.9,244.6,336,55,79.4,995.25,67,63.1,746.6
5/18/2021,8:22:51 AM,1344,41.96039,-88.12662,18,14,10,28.1,25.6,16.1,405,418.8,243.1,-240,55,79.3,995.27,67,63.1,735.2
5/18/2021,8:22:52 AM,1345,41.96039,-88.12662,18,14,10,28.1,25.6,16.1,405,418.8,243.8,1248,55,79.2,995.22,67,63.1,749.9
5/18/2021,8:22:53 AM,1346,41.96039,-88.12662,18,14,10,28.1,25.5,16.1,405,418.7,243.8,1056,55,79.2,995.19,67,63.1,768.5
5/18/2021,8:22:54 AM,1347,41.96039,-88.12662,18,14,10,28,25.5,16.1,406,418.6,241,-720,55,79.1,995.21,67,63.1,756.7
5/18/2021,8:22:55 AM,1348,41.96039,-88.12662,18,15,10,28,25.5,16.1,405,418.5,241.1,1008,57.1,79,995.14,67,63.1,783
5/18/2021,8:22:56 AM,1349,41.96039,-88.12662,18,15,10,28,25.5,16,402,418.4,241.9,-240,57.1,79,995.18,67,63.1,768.6
5/18/2021,8:22:57 AM,1350,41.96039,-88.12662,17,14,9,27.9,25.4,16,401,418.3,242.2,0,55,78.9,995.15,67,63.1,750
5/18/2021,8:22:58 AM,1351,41.96039,-88.12662,17,14,9,27.9,25.4,16,405,418.2,241.6,144,55,78.9,995.16,67,63.1,766.6
5/18/2021,8:22:59 AM,1352,41.96039,-88.12662,17,14,9,27.9,25.4,16,405,418.1,240.6,144,55,78.8,995.2,67,63.1,770.2
5/18/2021,8:23:00 AM,1353,41.96039,-88.12662,17,14,9,27.9,25.3,16,405,418.1,239.5,-1056,55,78.7,995.15,67,63.1,768.3
5/18/2021,8:23:01 AM,1354,41.96039,-88.12662,17,14,9,27.8,25.3,15.9,405,418,237.4,-480,55,78.7,995.17,67,63.1,795.4
5/18/2021,8:23:02 AM,1355,41.96039,-88.12662,17,14,9,27.8,25.3,15.9,402,417.9,239.1,1584,55,78.6,995.15,67,63.1,755.9
5/18/2021,8:23:03 AM,1356,41.96039,-88.12662,17,14,9,27.8,25.3,15.9,401,417.8,237.9,-1056,55,78.6,995.13,67,63.1,749.5
5/18/2021,8:23:04 AM,1357,41.96039,-88.12662,17,14,9,27.8,25.2,15.9,404,417.8,238.2,816,55,78.5,995.11,67,63.1,709.5
5/18/2021,8:23:05 AM,1358,41.96039,-88.12662,20,16,9,27.7,25.2,15.9,405,417.7,236.6,-384,59.2,78.5,995.11,67,63.1,715.2
5/18/2021,8:23:06 AM,1359,41.96039,-88.12662,20,16,9,27.7,25.2,15.8,404,417.6,238.2,672,59.2,78.4,995.06,67,63.1,698.8
5/18/2021,8:23:07 AM,1360,41.96039,-88.12662,20,17,9,27.7,25.2,15.8,404,417.5,240.5,912,61.3,78.4,995.05,67,63.1,587.4
5/18/2021,8:23:08 AM,1361,41.96039,-88.12662,21,18,9,27.7,25.1,15.8,406,417.4,238.6,-288,63.4,78.3,995.05,67,63.1,493.4
5/18/2021,8:23:09 AM,1362,41.96039,-88.12662,21,19,9,27.7,25.1,15.8,408,417.4,235.5,-1248,65.5,78.3,994.96,67,63.1,614.3
5/18/2021,8:23:10 AM,1363,41.96039,-88.12662,26,22,11,27.7,25.1,15.8,408,417.3,238.7,1440,71.8,78.3,994.98,67,63.1,716.1
5/18/2021,8:23:11 AM,1364,41.96039,-88.12662,25,23,12,27.7,25.1,15.8,409,417.2,237.3,-480,73.9,78.3,994.98,67,63.1,734.5
5/18/2021,8:23:12 AM,1365,41.96039,-88.12662,26,23,11,27.6,25.1,15.7,409,417.1,233,-1008,73.9,78.2,994.96,67,63.1,735.3
5/18/2021,8:23:13 AM,1366,41.96039,-88.12662,27,23,11,27.6,25.1,15.7,409,417.1,233.2,-96,73.9,78.2,994.96,67.1,63.1,771.9
5/18/2021,8:23:14 AM,1367,41.96039,-88.12662,28,24,12,27.6,25.1,15.7,409,417,233.1,48,76,78.2,994.97,67,63.1,757.9
5/18/2021,8:23:15 AM,1368,41.96039,-88.12662,33,25,13,27.6,25.1,15.7,408,416.9,229,-864,78.1,78.2,994.95,67,63.1,780.5
5/18/2021,8:23:16 AM,1369,41.96039,-88.12662,33,25,13,27.6,25.1,15.7,405,416.8,232.1,1680,78.1,78.2,994.98,67,63.1,783.6
5/18/2021,8:23:17 AM,1370,41.96039,-88.12662,33,25,13,27.6,25.1,15.7,401,416.8,231.5,-864,78.1,78.2,994.92,67,63.1,752.6
5/18/2021,8:23:18 AM,1371,41.96039,-88.12662,31,23,13,27.6,25,15.7,401,416.7,231.1,-192,73.9,78.1,994.87,67,63.1,787.8
5/18/2021,8:23:19 AM,1372,41.96039,-88.12662,31,23,13,27.6,25,15.7,401,416.6,234.5,1104,73.9,78.1,994.88,67,63.1,789.5
5/18/2021,8:23:20 AM,1373,41.96039,-88.12662,31,24,13,27.6,25,15.7,401,416.5,235.4,768,76,78.1,994.9,67,63.1,774.8
5/18/2021,8:23:21 AM,1374,41.96039,-88.12662,31,24,13,27.6,25,15.6,401,416.4,235.6,576,76,78.1,994.92,67,63.1,777.9
5/18/2021,8:23:22 AM,1375,41.96039,-88.12662,30,23,12,27.6,25,15.6,402,416.3,238.5,1056,73.9,78.1,994.88,67.1,63.1,777.9
5/18/2021,8:23:23 AM,1376,41.96039,-88.12662,31,23,13,27.6,25,15.6,402,416.2,238.2,1296,73.9,78,994.84,67.1,63.1,838.8
5/18/2021,8:23:24 AM,1377,41.96039,-88.12662,32,24,14,27.6,25,15.6,401,416.1,236.3,-192,76,78,994.86,67,63.1,815.2
5/18/2021,8:23:25 AM,1378,41.96039,-88.12662,30,23,14,27.6,25,15.6,401,416,237.4,-432,73.9,78,994.82,67.1,63.1,847.6
5/18/2021,8:23:26 AM,1379,41.96039,-88.12662,30,23,14,27.6,25,15.6,401,415.9,236.6,1104,73.9,78,994.81,67,63.1,872.3
5/18/2021,8:23:27 AM,1380,41.96039,-88.12662,30,23,14,27.6,25,15.6,400,415.8,236.7,-432,73.9,77.9,994.82,67,63.1,843.5
5/18/2021,8:23:28 AM,1381,41.96039,-88.12662,29,21,13,27.6,24.9,15.6,398,415.7,235.8,144,69.7,77.9,994.82,67,63.1,829.9
5/18/2021,8:23:29 AM,1382,41.96039,-88.12662,29,21,13,27.6,24.9,15.6,401,415.6,237.7,960,69.7,77.9,994.82,67,63.1,804.1
5/18/2021,8:23:30 AM,1383,41.96039,-88.12662,28,20,12,27.6,24.9,15.6,405,415.5,236.3,528,67.6,77.8,994.8,67,63.1,812.9
5/18/2021,8:23:31 AM,1384,41.96039,-88.12662,28,20,12,27.6,24.9,15.5,406,415.5,236.7,1008,67.6,77.8,994.83,67.1,61.8,790
5/18/2021,8:23:32 AM,1385,41.96039,-88.12662,28,20,12,27.6,24.9,15.5,408,415.4,239.8,1344,67.6,77.8,994.8,67,63.1,818.3
5/18/2021,8:23:33 AM,1386,41.96039,-88.12662,28,22,14,27.5,24.9,15.5,409,415.3,242,480,71.8,77.8,994.81,67,63.1,811.7
5/18/2021,8:23:34 AM,1387,41.96039,-88.12662,28,22,14,27.5,24.9,15.5,411,415.2,239.4,-864,71.8,77.7,994.8,67,63.1,795.7
5/18/2021,8:23:35 AM,1388,41.96264,-88.12390,26,21,14,27.5,24.8,15.5,406,415.1,240.2,1200,69.7,77.7,994.86,67.1,61.8,785
5/18/2021,8:23:36 AM,1389,41.96264,-88.12390,26,21,14,27.5,24.8,15.5,406,415.1,240,-864,69.7,77.7,994.87,67,63.1,784.5
5/18/2021,8:23:37 AM,1390,41.96264,-88.12390,25,20,13,27.5,24.8,15.5,405,415,238.2,-1056,67.6,77.6,994.82,67.1,63.1,790.7
5/18/2021,8:23:38 AM,1391,41.96261,-88.12381,23,19,13,27.5,24.8,15.5,405,414.9,237.9,1296,65.5,77.6,994.84,67,63.1,818.3
5/18/2021,8:23:39 AM,1392,41.96259,-88.12378,24,20,14,27.5,24.8,15.5,405,414.8,239,1104,67.6,77.6,994.85,67,63.1,783.1
5/18/2021,8:23:40 AM,1393,41.96259,-88.12378,19,18,14,27.5,24.8,15.5,408,414.7,239.2,-720,63.4,77.6,994.89,67,63.1,796.9
5/18/2021,8:23:41 AM,1394,41.96250,-88.12373,19,18,14,27.5,24.8,15.5,406,414.7,240.9,672,63.4,77.5,994.89,67.1,63.1,804
5/18/2021,8:23:42 AM,1395,41.96250,-88.12373,19,18,14,27.5,24.7,15.5,409,414.6,238.8,-192,63.4,77.5,994.95,67.1,63.1,777.4
5/18/2021,8:23:43 AM,1396,41.96249,-88.12374,19,18,14,27.5,24.7,15.5,402,414.5,239.3,672,63.4,77.5,994.95,67.1,63.1,811.2
5/18/2021,8:23:44 AM,1397,41.96250,-88.12377,19,18,14,27.4,24.7,15.5,401,414.4,242,1392,63.4,77.5,994.95,67.1,63.1,775.7
5/18/2021,8:23:45 AM,1398,41.96250,-88.12378,18,17,14,27.4,24.7,15.5,402,414.3,239.6,-336,61.3,77.4,994.92,67.1,63.1,772.3
5/18/2021,8:23:46 AM,1399,41.96250,-88.12379,18,17,14,27.4,24.7,15.5,405,414.2,237.7,-480,61.3,77.4,994.96,67.1,63.1,762.5
5/18/2021,8:23:47 AM,1400,41.96249,-88.12379,18,17,14,27.4,24.7,15.5,405,414.1,239.6,1200,61.3,77.3,994.99,67.1,63.1,761.2
5/18/2021,8:23:48 AM,1401,41.96248,-88.12378,16,15,12,27.4,24.7,15.4,405,414,239.3,-96,57.1,77.3,994.98,67.1,63.1,761.9
5/18/2021,8:23:49 AM,1402,41.96248,-88.12379,16,15,12,27.3,24.6,15.4,406,413.9,239.8,-48,57.1,77.3,995.03,67.1,61.8,612.4
5/18/2021,8:23:50 AM,1403,41.96248,-88.12379,15,15,11,27.3,24.6,15.4,406,413.8,243.4,1248,57.1,77.2,995.06,67.1,61.8,375.7
5/18/2021,8:23:51 AM,1404,41.96248,-88.12379,15,15,11,27.3,24.6,15.4,405,413.7,246.3,1488,57.1,77.2,994.96,67.1,61.8,546
5/18/2021,8:23:52 AM,1405,41.96249,-88.12380,15,15,11,27.3,24.6,15.4,405,413.6,246,768,57.1,77.1,995,67,61.8,637.3
5/18/2021,8:23:53 AM,1406,41.96249,-88.12380,17,16,12,27.2,24.5,15.4,405,413.5,246.4,-816,59.2,77.1,995.05,67.1,61.8,592.4
5/18/2021,8:23:54 AM,1407,41.96248,-88.12379,18,17,13,27.2,24.5,15.4,405,413.4,247.2,912,61.3,77,995.01,67.1,61.8,550
5/18/2021,8:23:55 AM,1408,41.96248,-88.12379,18,17,12,27.2,24.5,15.4,405,413.3,246,528,61.3,77,995,67.1,61.8,529.5
5/18/2021,8:23:56 AM,1409,41.96248,-88.12379,18,18,12,27.2,24.5,15.3,405,413.2,249.2,1488,63.4,76.9,995.02,67.1,61.8,581.1
5/18/2021,8:23:57 AM,1410,41.96249,-88.12380,20,20,13,27.2,24.5,15.3,408,413.2,247.7,-240,67.6,76.9,994.96,67.1,61.8,579.6
5/18/2021,8:23:58 AM,1411,41.96249,-88.12380,21,21,13,27.1,24.4,15.3,409,413.1,248.6,768,69.7,76.9,995.01,67.1,61.8,309.2
5/18/2021,8:23:59 AM,1412,41.96249,-88.12380,22,21,13,27.1,24.4,15.3,409,413,252.5,1680,69.7,76.8,995,67.1,61.8,388.1
5/18/2021,8:24:00 AM,1413,41.96249,-88.12381,26,25,14,27.1,24.4,15.3,406,412.9,250.4,-864,78.1,76.8,995.02,67.1,61.8,377.8
5/18/2021,8:24:01 AM,1414,41.96249,-88.12381,27,26,14,27.1,24.4,15.3,409,412.8,249.6,1200,80.2,76.8,994.99,67.1,61.8,272.3
5/18/2021,8:24:02 AM,1415,41.96249,-88.12381,28,28,15,27,24.4,15.3,408,412.8,250.1,1008,84.4,76.8,994.97,67.1,61.8,423.9
5/18/2021,8:24:03 AM,1416,41.96249,-88.12381,32,30,18,27,24.4,15.3,405,412.7,249.8,-672,88.6,76.8,994.95,67.1,61.8,662.9
5/18/2021,8:24:04 AM,1417,41.96249,-88.12381,33,31,18,27,24.4,15.3,405,412.6,250.6,768,90.7,76.8,994.93,67.1,61.8,703
5/18/2021,8:24:05 AM,1418,41.96249,-88.12381,33,31,17,27,24.4,15.3,406,412.5,247.9,-960,90.7,76.8,995.01,67.1,61.8,707.3
5/18/2021,8:24:06 AM,1419,41.96249,-88.12381,34,31,17,27,24.4,15.3,408,412.4,248.6,480,90.7,76.8,994.97,67.1,61.8,716.2
5/18/2021,8:24:07 AM,1420,41.96249,-88.12381,34,31,17,27,24.4,15.3,408,412.3,248.9,1056,90.7,76.8,994.96,67.1,61.8,712.8
5/18/2021,8:24:08 AM,1421,41.96249,-88.12381,35,31,17,27,24.4,15.2,409,412.3,249.3,480,90.7,76.8,994.93,67.1,61.8,722
5/18/2021,8:24:09 AM,1422,41.96249,-88.12380,35,31,17,27,24.4,15.2,406,412.2,249.8,1152,90.7,76.8,994.95,67.1,61.8,694.7
5/18/2021,8:24:10 AM,1423,41.96249,-88.12380,35,31,17,27,24.4,15.2,405,412.1,249.8,-576,90.7,76.8,994.94,67.1,61.8,696.1
5/18/2021,8:24:11 AM,1424,41.96249,-88.12381,36,32,18,27,24.4,15.2,402,412,248.1,-816,92.8,76.8,994.94,67.1,61.8,707.3
5/18/2021,8:24:12 AM,1425,41.96249,-88.12381,36,32,18,27,24.4,15.2,405,411.9,244.1,-1152,92.8,76.8,994.93,67.1,61.8,682
5/18/2021,8:24:13 AM,1426,41.96249,-88.12381,35,31,18,27.1,24.4,15.2,405,411.8,245.9,1536,90.7,76.8,994.94,67.1,61.8,664.9
5/18/2021,8:24:14 AM,1427,41.96249,-88.12381,35,31,18,27.1,24.4,15.2,408,411.8,245.9,1536,90.7,76.8,994.94,67.1,61.8,664.9
